"filename", "language", "XML", "JSON", "C#", "Batch", "Markdown", "Log", "Shell Script", "YAML", "ShaderLab", "HLSL", "comment", "blank", "total"
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Utilities/StringUtility.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Utilities/Threading.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 7, 3, 32
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Utilities/TimeStamp.cs", "C#", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 42, 12, 115
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/IAdapter.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/IAdapterObserver.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/ListAdapters/BaseListAdapter.cs", "C#", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 32, 15, 82
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/ListAdapters/ConflictedChangeListAdapter.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/ListAdapters/HistoryEntryChangeListAdapter.cs", "C#", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 1, 9, 59
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/Adapters/ListAdapters/ToggleableChangeListAdapter.cs", "C#", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 4, 17, 133
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/ChangesTabPageView.cs", "C#", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 32, 40, 271
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/HistoryTabPageView.cs", "C#", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 39, 39, 235
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/IChangesView.cs", "C#", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 48, 11, 79
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/IHistoryView.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 34, 7, 58
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/IMainView.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 38, 9, 65
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/IStartView.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 10, 4, 24
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/IView.cs", "C#", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 7, 2, 20
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/MainPageView.cs", "C#", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 18, 30, 203
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/README.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Editor/Views/StartPageView.cs", "C#", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 7, 15, 97
